node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
C8b	Serpina1a	10090.ENSMUSP00000031663	10090.ENSMUSP00000082132	0	0	0	0	0.296	0	0	0.090	0.332
C8b	Mug2	10090.ENSMUSP00000031663	10090.ENSMUSP00000080469	0	0	0	0	0.258	0.079	0	0.105	0.335
C8b	Serpina1d	10090.ENSMUSP00000031663	10090.ENSMUSP00000077909	0	0	0	0	0.307	0	0	0.090	0.342
C8b	Serpina1c	10090.ENSMUSP00000031663	10090.ENSMUSP00000073695	0	0	0	0	0.304	0	0	0.140	0.376
C8b	Pzp	10090.ENSMUSP00000031663	10090.ENSMUSP00000032510	0	0	0	0	0.223	0.079	0	0.215	0.389
C8b	Mup17	10090.ENSMUSP00000031663	10090.ENSMUSP00000103108	0	0	0	0	0.221	0	0	0.250	0.390
C8b	Igfals	10090.ENSMUSP00000031663	10090.ENSMUSP00000060169	0	0	0	0	0.213	0	0	0.259	0.392
C8b	Serpinf2	10090.ENSMUSP00000031663	10090.ENSMUSP00000048704	0	0	0	0	0.244	0	0	0.232	0.395
C8b	Mup10	10090.ENSMUSP00000031663	10090.ENSMUSP00000095655	0	0	0	0	0.208	0	0	0.272	0.398
C8b	Mup12	10090.ENSMUSP00000031663	10090.ENSMUSP00000112787	0	0	0	0	0.214	0	0	0.277	0.407
C8b	Gc	10090.ENSMUSP00000031663	10090.ENSMUSP00000046636	0	0	0	0	0.427	0	0	0	0.427
C8b	Mup19	10090.ENSMUSP00000031663	10090.ENSMUSP00000079442	0	0	0	0	0.164	0	0	0.358	0.440
C8b	Proz	10090.ENSMUSP00000031663	10090.ENSMUSP00000033822	0	0	0	0	0.429	0	0	0.066	0.444
C8b	Itih2	10090.ENSMUSP00000031663	10090.ENSMUSP00000046530	0	0	0	0	0.373	0	0	0.165	0.454
C8b	Masp2	10090.ENSMUSP00000031663	10090.ENSMUSP00000049729	0	0	0	0	0.285	0	0	0.281	0.464
C8b	Cfi	10090.ENSMUSP00000031663	10090.ENSMUSP00000077074	0	0	0	0	0.236	0	0	0.329	0.466
C8b	Serpina3m	10090.ENSMUSP00000031663	10090.ENSMUSP00000130979	0	0	0	0	0.420	0	0	0.139	0.480
C8b	Itih1	10090.ENSMUSP00000031663	10090.ENSMUSP00000126449	0	0	0	0	0.283	0	0	0.329	0.498
C8b	Masp1	10090.ENSMUSP00000031663	10090.ENSMUSP00000087327	0	0	0	0	0.215	0	0	0.388	0.499
C8b	Reln	10090.ENSMUSP00000031663	10090.ENSMUSP00000124052	0	0	0	0	0.069	0.145	0.430	0	0.506
C8b	Serpina3k	10090.ENSMUSP00000031663	10090.ENSMUSP00000042095	0	0	0	0	0.455	0	0	0.139	0.511
C8b	Klkb1	10090.ENSMUSP00000031663	10090.ENSMUSP00000112174	0	0	0	0	0.430	0	0	0.231	0.543
C8b	Fgb	10090.ENSMUSP00000031663	10090.ENSMUSP00000039472	0	0	0	0	0.344	0	0	0.340	0.549
C8b	Cfh	10090.ENSMUSP00000031663	10090.ENSMUSP00000107607	0	0	0	0	0.148	0	0	0.494	0.551
C8b	Mug1	10090.ENSMUSP00000031663	10090.ENSMUSP00000032228	0	0	0	0	0.419	0.079	0	0.261	0.570
C8b	Fgg	10090.ENSMUSP00000031663	10090.ENSMUSP00000037018	0	0	0	0	0.403	0	0	0.370	0.608
C8b	Serpina10	10090.ENSMUSP00000031663	10090.ENSMUSP00000048357	0	0	0	0	0.543	0	0	0.196	0.617
C8b	Fga	10090.ENSMUSP00000031663	10090.ENSMUSP00000133117	0	0	0	0	0.554	0	0	0.353	0.699
C8b	Serpinc1	10090.ENSMUSP00000031663	10090.ENSMUSP00000068971	0	0	0	0	0.557	0	0	0.358	0.704
C8b	Mbl1	10090.ENSMUSP00000031663	10090.ENSMUSP00000048765	0	0	0	0	0.494	0	0	0.516	0.744
C8b	C8g	10090.ENSMUSP00000031663	10090.ENSMUSP00000041855	0	0	0	0	0.252	0.645	0.922	0.844	0.996
C8g	Serpinf1	10090.ENSMUSP00000041855	10090.ENSMUSP00000000769	0	0	0	0	0.095	0	0	0.150	0.198
C8g	Cfp	10090.ENSMUSP00000041855	10090.ENSMUSP00000001156	0	0	0	0	0.061	0	0	0.379	0.392
C8g	Pon1	10090.ENSMUSP00000041855	10090.ENSMUSP00000002663	0	0	0	0	0.220	0	0	0.118	0.283
C8g	Itih3	10090.ENSMUSP00000041855	10090.ENSMUSP00000006697	0	0	0	0	0.203	0	0	0.213	0.346
C8g	Itih4	10090.ENSMUSP00000041855	10090.ENSMUSP00000006703	0	0	0	0	0.203	0	0	0.282	0.403
C8g	Saa4	10090.ENSMUSP00000041855	10090.ENSMUSP00000006952	0	0	0	0	0.133	0	0	0.172	0.251
C8g	Plg	10090.ENSMUSP00000041855	10090.ENSMUSP00000014578	0	0	0	0	0.361	0	0	0.078	0.386
C8g	Cd5l	10090.ENSMUSP00000041855	10090.ENSMUSP00000015998	0	0	0	0	0.162	0	0	0	0.161
C8g	Vtn	10090.ENSMUSP00000041855	10090.ENSMUSP00000017488	0	0	0	0	0.225	0	0.600	0.116	0.702
C8g	Psma6	10090.ENSMUSP00000041855	10090.ENSMUSP00000021412	0	0	0	0	0	0	0	0.200	0.200
C8g	Gpld1	10090.ENSMUSP00000041855	10090.ENSMUSP00000021773	0	0	0	0	0.124	0	0	0.248	0.313
C8g	F12	10090.ENSMUSP00000041855	10090.ENSMUSP00000021948	0	0	0	0	0.235	0	0	0.054	0.246
C8g	Cpb2	10090.ENSMUSP00000041855	10090.ENSMUSP00000022576	0	0	0	0	0.229	0	0	0.367	0.492
C8g	Clu	10090.ENSMUSP00000041855	10090.ENSMUSP00000022616	0	0	0	0	0	0	0.600	0.133	0.638
C8g	C9	10090.ENSMUSP00000041855	10090.ENSMUSP00000022749	0	0	0	0	0.274	0.645	0.922	0.368	0.985
C8g	Serpind1	10090.ENSMUSP00000041855	10090.ENSMUSP00000023450	0	0	0	0	0.212	0	0	0.294	0.420
C8g	Fetub	10090.ENSMUSP00000041855	10090.ENSMUSP00000023587	0	0	0	0	0.219	0	0	0.069	0.242
C8g	Kng1	10090.ENSMUSP00000041855	10090.ENSMUSP00000023589	0	0	0	0	0.239	0	0	0.148	0.325
C8g	Hrg	10090.ENSMUSP00000041855	10090.ENSMUSP00000023590	0	0	0	0	0.417	0	0	0.178	0.500
C8g	Pros1	10090.ENSMUSP00000041855	10090.ENSMUSP00000023629	0	0	0	0	0	0	0	0.176	0.176
C8g	Serping1	10090.ENSMUSP00000041855	10090.ENSMUSP00000023994	0	0	0	0	0.099	0	0	0.285	0.328
C8g	Cfb	10090.ENSMUSP00000041855	10090.ENSMUSP00000025229	0	0	0	0	0.153	0	0	0.411	0.481
C8g	Mbl2	10090.ENSMUSP00000041855	10090.ENSMUSP00000025797	0	0	0	0	0.222	0	0	0.188	0.341
C8g	Rbp4	10090.ENSMUSP00000041855	10090.ENSMUSP00000025951	0	0	0	0	0.187	0	0	0.148	0.277
C8g	Cpn1	10090.ENSMUSP00000041855	10090.ENSMUSP00000026210	0	0	0	0	0.161	0	0	0	0.161
C8g	Cps1	10090.ENSMUSP00000041855	10090.ENSMUSP00000027144	0	0	0	0	0.222	0	0	0	0.222
C8g	Spp2	10090.ENSMUSP00000041855	10090.ENSMUSP00000027518	0	0	0	0	0.206	0	0	0	0.206
C8g	F13b	10090.ENSMUSP00000041855	10090.ENSMUSP00000027615	0	0	0	0	0.215	0	0	0.291	0.420
C8g	Pigr	10090.ENSMUSP00000041855	10090.ENSMUSP00000027675	0	0	0	0	0.162	0	0	0	0.161
C8g	Hc	10090.ENSMUSP00000041855	10090.ENSMUSP00000028233	0	0	0	0	0.163	0.795	0.800	0.201	0.968
C8g	Fcna	10090.ENSMUSP00000041855	10090.ENSMUSP00000028307	0	0	0	0	0.140	0	0	0.055	0.152
C8g	F2	10090.ENSMUSP00000041855	10090.ENSMUSP00000028681	0	0	0	0	0.247	0	0	0.074	0.272
C8g	Orm1	10090.ENSMUSP00000041855	10090.ENSMUSP00000030044	0	0	0	0	0.219	0	0	0.147	0.305
C8g	Hgfac	10090.ENSMUSP00000041855	10090.ENSMUSP00000030985	0	0	0	0	0.190	0	0	0	0.190
C8g	Mug1	10090.ENSMUSP00000041855	10090.ENSMUSP00000032228	0	0	0	0	0.231	0.265	0	0.198	0.507
C8g	Pzp	10090.ENSMUSP00000041855	10090.ENSMUSP00000032510	0	0	0	0	0.287	0.265	0	0.239	0.566
C8g	Hpx	10090.ENSMUSP00000041855	10090.ENSMUSP00000033185	0	0	0	0	0.248	0	0	0.059	0.262
C8g	F7	10090.ENSMUSP00000041855	10090.ENSMUSP00000033820	0	0	0	0	0.218	0	0	0	0.218
C8g	Proz	10090.ENSMUSP00000041855	10090.ENSMUSP00000033822	0	0	0	0	0.225	0	0	0	0.224
C8g	Ces1c	10090.ENSMUSP00000041855	10090.ENSMUSP00000034189	0	0	0	0	0.212	0	0	0	0.212
C8g	Trf	10090.ENSMUSP00000041855	10090.ENSMUSP00000035158	0	0	0	0	0.100	0	0	0.133	0.186
C8g	Ica	10090.ENSMUSP00000041855	10090.ENSMUSP00000035163	0	0	0	0	0.211	0	0	0.150	0.300
C8g	Mst1	10090.ENSMUSP00000041855	10090.ENSMUSP00000035211	0	0	0	0	0.224	0	0	0.060	0.239
C8g	Fgg	10090.ENSMUSP00000041855	10090.ENSMUSP00000037018	0	0	0	0	0.260	0	0	0.310	0.467
C8g	Colec10	10090.ENSMUSP00000041855	10090.ENSMUSP00000037867	0	0	0	0	0.163	0	0	0	0.163
C8g	Lcat	10090.ENSMUSP00000041855	10090.ENSMUSP00000038232	0	0	0	0	0.163	0	0	0	0.163
C8g	Fgb	10090.ENSMUSP00000041855	10090.ENSMUSP00000039472	0	0	0	0	0.250	0	0	0.300	0.452
C8g	Pglyrp2	10090.ENSMUSP00000041855	10090.ENSMUSP00000129964	0	0	0	0	0.175	0	0	0	0.175
C8g	Colec11	10090.ENSMUSP00000041855	10090.ENSMUSP00000049285	0	0	0	0	0.175	0	0	0	0.175
C8g	Crp	10090.ENSMUSP00000041855	10090.ENSMUSP00000044665	0	0	0	0	0.153	0	0	0.072	0.181
C8g	F5	10090.ENSMUSP00000041855	10090.ENSMUSP00000083204	0	0	0	0	0.161	0	0	0.071	0.187
C8g	Serpina1e	10090.ENSMUSP00000041855	10090.ENSMUSP00000082130	0	0	0	0	0.166	0	0	0.070	0.191
C8g	Serpina1b	10090.ENSMUSP00000041855	10090.ENSMUSP00000093101	0	0	0	0	0.173	0	0	0.070	0.198
C8g	Cpn2	10090.ENSMUSP00000041855	10090.ENSMUSP00000069318	0	0	0	0	0.199	0	0	0	0.199
C8g	Mup18	10090.ENSMUSP00000041855	10090.ENSMUSP00000095648	0	0	0	0	0.162	0	0	0.087	0.202
C8g	Ces3a	10090.ENSMUSP00000041855	10090.ENSMUSP00000090910	0	0	0	0	0.203	0	0	0	0.203
C8g	Serpina3m	10090.ENSMUSP00000041855	10090.ENSMUSP00000130979	0	0	0	0	0.193	0	0	0.060	0.208
C8g	Serpina1a	10090.ENSMUSP00000041855	10090.ENSMUSP00000082132	0	0	0	0	0.193	0	0	0.070	0.217
C8g	Saa1	10090.ENSMUSP00000041855	10090.ENSMUSP00000119150	0	0	0	0	0.142	0	0	0.133	0.224
C8g	Serpina1c	10090.ENSMUSP00000041855	10090.ENSMUSP00000073695	0	0	0	0	0.201	0	0	0.070	0.225
C8g	Saa2	10090.ENSMUSP00000041855	10090.ENSMUSP00000075365	0	0	0	0	0.133	0	0	0.146	0.227
C8g	Serpina6	10090.ENSMUSP00000041855	10090.ENSMUSP00000044033	0	0	0	0	0.214	0	0	0.060	0.229
C8g	Klkb1	10090.ENSMUSP00000041855	10090.ENSMUSP00000112174	0	0	0	0	0.089	0	0	0.198	0.238
C8g	Gc	10090.ENSMUSP00000041855	10090.ENSMUSP00000046636	0	0	0	0	0.245	0	0	0	0.245
C8g	Hp	10090.ENSMUSP00000041855	10090.ENSMUSP00000074436	0	0	0	0	0.158	0	0	0.147	0.251
C8g	Ttr	10090.ENSMUSP00000041855	10090.ENSMUSP00000074783	0	0	0	0	0.224	0	0	0.074	0.251
C8g	Serpina1d	10090.ENSMUSP00000041855	10090.ENSMUSP00000077909	0	0	0	0	0.242	0	0	0.070	0.264
C8g	Serpina3k	10090.ENSMUSP00000041855	10090.ENSMUSP00000042095	0	0	0	0	0.199	0	0	0.131	0.274
C8g	Serpina10	10090.ENSMUSP00000041855	10090.ENSMUSP00000048357	0	0	0	0	0.104	0	0	0.232	0.282
C8g	Orm2	10090.ENSMUSP00000041855	10090.ENSMUSP00000074810	0	0	0	0	0.160	0	0	0.251	0.344
C8g	Itih2	10090.ENSMUSP00000041855	10090.ENSMUSP00000046530	0	0	0	0	0.203	0	0	0.214	0.347
C8g	Cfh	10090.ENSMUSP00000041855	10090.ENSMUSP00000107607	0	0	0	0	0.132	0	0	0.300	0.367
C8g	Mup12	10090.ENSMUSP00000041855	10090.ENSMUSP00000112787	0	0	0	0	0.163	0	0	0.276	0.368
C8g	Mug2	10090.ENSMUSP00000041855	10090.ENSMUSP00000080469	0	0	0	0	0.203	0.265	0	0	0.389
C8g	Mup19	10090.ENSMUSP00000041855	10090.ENSMUSP00000079442	0	0	0	0	0.152	0	0	0.334	0.411
C8g	Igfals	10090.ENSMUSP00000041855	10090.ENSMUSP00000060169	0	0	0	0	0.187	0	0	0.305	0.411
C8g	F10	10090.ENSMUSP00000041855	10090.ENSMUSP00000068389	0	0	0	0	0.121	0	0	0.363	0.416
C8g	Mup17	10090.ENSMUSP00000041855	10090.ENSMUSP00000103108	0	0	0	0	0.172	0	0	0.331	0.422
C8g	Mbl1	10090.ENSMUSP00000041855	10090.ENSMUSP00000048765	0	0	0	0	0.286	0	0	0.227	0.424
C8g	Mup10	10090.ENSMUSP00000041855	10090.ENSMUSP00000095655	0	0	0	0	0.168	0	0	0.346	0.433
C8g	Cfi	10090.ENSMUSP00000041855	10090.ENSMUSP00000077074	0	0	0	0	0.204	0	0	0.333	0.446
C8g	Masp2	10090.ENSMUSP00000041855	10090.ENSMUSP00000049729	0	0	0	0	0.261	0	0	0.292	0.455
C8g	Fga	10090.ENSMUSP00000041855	10090.ENSMUSP00000133117	0	0	0	0	0.292	0	0	0.265	0.457
C8g	Serpinf2	10090.ENSMUSP00000041855	10090.ENSMUSP00000048704	0	0	0	0	0.384	0	0	0.172	0.468
C8g	Serpinc1	10090.ENSMUSP00000041855	10090.ENSMUSP00000068971	0	0	0	0	0.345	0	0	0.231	0.475
C8g	Masp1	10090.ENSMUSP00000041855	10090.ENSMUSP00000087327	0	0	0	0	0.158	0	0	0.445	0.512
C8g	Itih1	10090.ENSMUSP00000041855	10090.ENSMUSP00000126449	0	0	0	0	0.287	0	0	0.360	0.524
C9	Serpinf1	10090.ENSMUSP00000022749	10090.ENSMUSP00000000769	0	0	0	0	0.119	0	0	0.108	0.181
C9	Cfp	10090.ENSMUSP00000022749	10090.ENSMUSP00000001156	0	0	0	0	0	0	0	0.432	0.432
C9	Pon1	10090.ENSMUSP00000022749	10090.ENSMUSP00000002663	0	0	0	0	0.261	0	0	0.272	0.439
C9	Itih3	10090.ENSMUSP00000022749	10090.ENSMUSP00000006697	0	0	0	0	0.268	0	0	0.374	0.522
C9	Itih4	10090.ENSMUSP00000022749	10090.ENSMUSP00000006703	0	0	0	0	0.298	0	0	0.257	0.456
C9	Saa4	10090.ENSMUSP00000022749	10090.ENSMUSP00000006952	0	0	0	0	0.215	0	0	0.349	0.467
C9	Plg	10090.ENSMUSP00000022749	10090.ENSMUSP00000014578	0	0	0	0	0.910	0.065	0	0.262	0.932
C9	Cd5l	10090.ENSMUSP00000022749	10090.ENSMUSP00000015998	0	0	0	0	0.185	0	0	0.147	0.275
C9	Vtn	10090.ENSMUSP00000022749	10090.ENSMUSP00000017488	0	0	0	0	0.334	0	0.600	0.408	0.828
C9	Egfr	10090.ENSMUSP00000022749	10090.ENSMUSP00000020329	0	0	0	0	0.218	0	0	0	0.218
C9	Psma6	10090.ENSMUSP00000022749	10090.ENSMUSP00000021412	0	0	0	0	0	0	0	0.181	0.181
C9	Serpina3n	10090.ENSMUSP00000022749	10090.ENSMUSP00000021506	0	0	0	0	0.147	0	0	0.181	0.272
C9	F12	10090.ENSMUSP00000022749	10090.ENSMUSP00000021948	0	0	0	0	0.258	0.076	0	0.573	0.682
C9	Cpb2	10090.ENSMUSP00000022749	10090.ENSMUSP00000022576	0	0	0	0	0.300	0	0	0.162	0.389
C9	Clu	10090.ENSMUSP00000022749	10090.ENSMUSP00000022616	0	0	0	0	0.058	0.379	0.600	0.401	0.841
C9	H2-Q10	10090.ENSMUSP00000022749	10090.ENSMUSP00000134163	0	0	0	0	0.157	0	0	0	0.156
C9	Colec11	10090.ENSMUSP00000022749	10090.ENSMUSP00000049285	0	0	0	0	0.173	0	0	0	0.173
C9	Cat	10090.ENSMUSP00000022749	10090.ENSMUSP00000028610	0	0	0	0	0.092	0	0	0.129	0.175
C9	Psma5	10090.ENSMUSP00000022749	10090.ENSMUSP00000088057	0	0	0	0	0	0	0	0.182	0.181
C9	Fcna	10090.ENSMUSP00000022749	10090.ENSMUSP00000028307	0	0	0	0	0.161	0	0	0.066	0.184
C9	Lum	10090.ENSMUSP00000022749	10090.ENSMUSP00000040877	0	0	0	0	0	0	0	0.188	0.188
C9	Pltp	10090.ENSMUSP00000022749	10090.ENSMUSP00000061519	0	0	0	0	0.064	0	0	0.170	0.189
C9	Cpn1	10090.ENSMUSP00000022749	10090.ENSMUSP00000026210	0	0	0	0	0.189	0	0	0	0.189
C9	Fn1	10090.ENSMUSP00000022749	10090.ENSMUSP00000054499	0	0	0	0	0	0.130	0	0.111	0.194
C9	Igfals	10090.ENSMUSP00000022749	10090.ENSMUSP00000060169	0	0	0	0	0.203	0	0	0	0.203
C9	Serpina10	10090.ENSMUSP00000022749	10090.ENSMUSP00000048357	0	0	0	0	0.203	0	0	0	0.203
C9	Pigr	10090.ENSMUSP00000022749	10090.ENSMUSP00000027675	0	0	0	0	0.186	0	0	0.070	0.210
C9	F5	10090.ENSMUSP00000022749	10090.ENSMUSP00000083204	0	0	0	0	0.189	0	0	0.070	0.214
C9	Cfd	10090.ENSMUSP00000022749	10090.ENSMUSP00000056836	0	0	0	0	0.061	0.076	0	0.172	0.219
C9	Cpn2	10090.ENSMUSP00000022749	10090.ENSMUSP00000069318	0	0	0	0	0.220	0	0	0	0.220
C9	Colec10	10090.ENSMUSP00000022749	10090.ENSMUSP00000037867	0	0	0	0	0.222	0	0	0	0.222
C9	Mup18	10090.ENSMUSP00000022749	10090.ENSMUSP00000095648	0	0	0	0	0.224	0	0	0	0.224
C9	Gsn	10090.ENSMUSP00000022749	10090.ENSMUSP00000028239	0	0	0	0	0	0	0	0.233	0.233
C9	Spp2	10090.ENSMUSP00000022749	10090.ENSMUSP00000027518	0	0	0	0	0.242	0	0	0	0.241
C9	Fap	10090.ENSMUSP00000022749	10090.ENSMUSP00000099793	0	0	0	0	0	0	0	0.243	0.242
C9	Orm2	10090.ENSMUSP00000022749	10090.ENSMUSP00000074810	0	0	0	0	0.204	0	0	0.088	0.244
C9	Sepp1	10090.ENSMUSP00000022749	10090.ENSMUSP00000124305	0	0	0	0	0.169	0	0	0.127	0.244
C9	F10	10090.ENSMUSP00000022749	10090.ENSMUSP00000068389	0	0	0	0	0.165	0.065	0	0.111	0.246
C9	F13a1	10090.ENSMUSP00000022749	10090.ENSMUSP00000048667	0	0	0	0	0	0	0	0.250	0.250
C9	Cps1	10090.ENSMUSP00000022749	10090.ENSMUSP00000027144	0	0	0	0	0.261	0	0	0	0.261
C9	Proz	10090.ENSMUSP00000022749	10090.ENSMUSP00000033822	0	0	0	0	0.219	0.076	0	0.069	0.270
C9	Lcat	10090.ENSMUSP00000022749	10090.ENSMUSP00000038232	0	0	0	0	0.163	0	0	0.195	0.297
C9	F7	10090.ENSMUSP00000022749	10090.ENSMUSP00000033820	0	0	0	0	0.279	0.065	0	0.043	0.299
C9	Serpinf2	10090.ENSMUSP00000022749	10090.ENSMUSP00000048704	0	0	0	0	0.266	0	0	0.094	0.307
C9	Pglyrp2	10090.ENSMUSP00000022749	10090.ENSMUSP00000129964	0	0	0	0	0.201	0	0	0.167	0.307
C9	Serpina3m	10090.ENSMUSP00000022749	10090.ENSMUSP00000130979	0	0	0	0	0.239	0	0	0.129	0.309
C9	Serpina3k	10090.ENSMUSP00000022749	10090.ENSMUSP00000042095	0	0	0	0	0.295	0	0	0.069	0.316
C9	Mst1	10090.ENSMUSP00000022749	10090.ENSMUSP00000035211	0	0	0	0	0.284	0	0	0.093	0.323
C9	Saa2	10090.ENSMUSP00000022749	10090.ENSMUSP00000075365	0	0	0	0	0.203	0	0	0.185	0.323
C9	F13b	10090.ENSMUSP00000022749	10090.ENSMUSP00000027615	0	0	0	0	0.288	0	0	0.090	0.325
C9	Ces3a	10090.ENSMUSP00000022749	10090.ENSMUSP00000090910	0	0	0	0	0.327	0	0	0	0.327
C9	Saa1	10090.ENSMUSP00000022749	10090.ENSMUSP00000119150	0	0	0	0	0.211	0	0	0.184	0.328
C9	Mup19	10090.ENSMUSP00000022749	10090.ENSMUSP00000079442	0	0	0	0	0.203	0	0	0.196	0.331
C9	Serpina1e	10090.ENSMUSP00000022749	10090.ENSMUSP00000082130	0	0	0	0	0.266	0	0	0.130	0.334
C9	Serpina1b	10090.ENSMUSP00000022749	10090.ENSMUSP00000093101	0	0	0	0	0.267	0	0	0.130	0.335
C9	Serpina1a	10090.ENSMUSP00000022749	10090.ENSMUSP00000082132	0	0	0	0	0.272	0	0	0.130	0.339
C9	Crp	10090.ENSMUSP00000022749	10090.ENSMUSP00000044665	0	0	0	0	0.237	0	0	0.172	0.341
C9	Mup12	10090.ENSMUSP00000022749	10090.ENSMUSP00000112787	0	0	0	0	0.245	0	0	0.174	0.349
C9	Ica	10090.ENSMUSP00000022749	10090.ENSMUSP00000035163	0	0	0	0	0.276	0	0	0.145	0.355
C9	Serpina1c	10090.ENSMUSP00000022749	10090.ENSMUSP00000073695	0	0	0	0	0.291	0	0	0.130	0.357
C9	Serpina1d	10090.ENSMUSP00000022749	10090.ENSMUSP00000077909	0	0	0	0	0.292	0	0	0.130	0.358
C9	Ces1c	10090.ENSMUSP00000022749	10090.ENSMUSP00000034189	0	0	0	0	0.360	0	0	0	0.360
C9	Masp2	10090.ENSMUSP00000022749	10090.ENSMUSP00000049729	0	0	0	0	0.289	0.076	0	0.105	0.361
C9	Ttr	10090.ENSMUSP00000022749	10090.ENSMUSP00000074783	0	0	0	0	0.197	0	0	0.255	0.376
C9	Gc	10090.ENSMUSP00000022749	10090.ENSMUSP00000046636	0	0	0	0	0.269	0	0	0.189	0.382
C9	Serpina6	10090.ENSMUSP00000022749	10090.ENSMUSP00000044033	0	0	0	0	0.262	0	0	0.204	0.388
C9	Rbp4	10090.ENSMUSP00000022749	10090.ENSMUSP00000025951	0	0	0	0	0.170	0	0	0.301	0.395
C9	F2	10090.ENSMUSP00000022749	10090.ENSMUSP00000028681	0	0	0	0	0.241	0.065	0	0.237	0.411
C9	Serping1	10090.ENSMUSP00000022749	10090.ENSMUSP00000023994	0	0	0	0	0.147	0	0	0.367	0.437
C9	Hgfac	10090.ENSMUSP00000022749	10090.ENSMUSP00000030985	0	0	0	0	0.221	0.076	0	0.281	0.438
C9	Mup10	10090.ENSMUSP00000022749	10090.ENSMUSP00000095655	0	0	0	0	0.247	0	0	0.294	0.445
C9	Mup17	10090.ENSMUSP00000022749	10090.ENSMUSP00000103108	0	0	0	0	0.273	0	0	0.277	0.451
C9	Serpind1	10090.ENSMUSP00000022749	10090.ENSMUSP00000023450	0	0	0	0	0.282	0	0	0.269	0.453
C9	Klkb1	10090.ENSMUSP00000022749	10090.ENSMUSP00000112174	0	0	0	0	0.172	0.076	0	0.355	0.464
C9	Kng1	10090.ENSMUSP00000022749	10090.ENSMUSP00000023589	0	0	0	0	0.316	0	0	0.254	0.468
C9	Hrg	10090.ENSMUSP00000022749	10090.ENSMUSP00000023590	0	0	0	0	0.344	0	0	0.224	0.470
C9	Itih1	10090.ENSMUSP00000022749	10090.ENSMUSP00000126449	0	0	0	0	0.321	0	0	0.259	0.476
C9	Mbl2	10090.ENSMUSP00000022749	10090.ENSMUSP00000025797	0	0	0	0	0.256	0	0	0.354	0.499
C9	Mug2	10090.ENSMUSP00000022749	10090.ENSMUSP00000080469	0	0	0	0	0.419	0.151	0	0.069	0.500
C9	Orm1	10090.ENSMUSP00000022749	10090.ENSMUSP00000030044	0	0	0	0	0.243	0	0	0.376	0.508
C9	Pzp	10090.ENSMUSP00000022749	10090.ENSMUSP00000032510	0	0	0	0	0.238	0.151	0	0.313	0.517
C9	Trf	10090.ENSMUSP00000022749	10090.ENSMUSP00000035158	0	0	0	0	0.199	0	0	0.430	0.524
C9	Mug1	10090.ENSMUSP00000022749	10090.ENSMUSP00000032228	0	0	0	0	0.430	0.151	0	0.113	0.533
C9	Masp1	10090.ENSMUSP00000022749	10090.ENSMUSP00000087327	0	0	0	0	0.235	0.076	0	0.413	0.548
C9	Hpx	10090.ENSMUSP00000022749	10090.ENSMUSP00000033185	0	0	0	0	0.298	0	0	0.393	0.555
C9	Hp	10090.ENSMUSP00000022749	10090.ENSMUSP00000074436	0	0	0	0	0.198	0.076	0	0.460	0.565
C9	Cfh	10090.ENSMUSP00000022749	10090.ENSMUSP00000107607	0	0	0	0	0.248	0	0	0.485	0.597
C9	Mbl1	10090.ENSMUSP00000022749	10090.ENSMUSP00000048765	0	0	0	0	0.381	0	0	0.385	0.603
C9	Fetub	10090.ENSMUSP00000022749	10090.ENSMUSP00000023587	0	0	0	0	0.564	0	0	0.159	0.618
C9	Itih2	10090.ENSMUSP00000022749	10090.ENSMUSP00000046530	0	0	0	0	0.561	0	0	0.170	0.620
C9	Cfb	10090.ENSMUSP00000022749	10090.ENSMUSP00000025229	0	0	0	0	0.248	0.152	0	0.492	0.648
C9	Cfi	10090.ENSMUSP00000022749	10090.ENSMUSP00000077074	0	0	0	0	0.259	0.076	0	0.605	0.706
C9	Cp	10090.ENSMUSP00000022749	10090.ENSMUSP00000088857	0	0	0	0	0.562	0	0	0.432	0.741
C9	Serpinc1	10090.ENSMUSP00000022749	10090.ENSMUSP00000068971	0	0	0	0	0.755	0	0	0.317	0.826
C9	Fgg	10090.ENSMUSP00000022749	10090.ENSMUSP00000037018	0	0	0	0	0.895	0	0	0.268	0.919
C9	Fga	10090.ENSMUSP00000022749	10090.ENSMUSP00000133117	0	0	0	0	0.892	0	0	0.304	0.921
C9	Fgb	10090.ENSMUSP00000022749	10090.ENSMUSP00000039472	0	0	0	0	0.894	0	0	0.313	0.924
C9	Hc	10090.ENSMUSP00000022749	10090.ENSMUSP00000028233	0	0	0	0	0.253	0.912	0.800	0.358	0.990
Car2	Col1a1	10090.ENSMUSP00000029078	10090.ENSMUSP00000001547	0	0	0	0	0.062	0.044	0	0.128	0.150
Car2	Prdx2	10090.ENSMUSP00000029078	10090.ENSMUSP00000005292	0	0	0	0	0	0	0	0.253	0.253
Car2	Egfr	10090.ENSMUSP00000029078	10090.ENSMUSP00000020329	0	0	0	0	0.062	0.058	0	0.160	0.193
Car2	Thbs4	10090.ENSMUSP00000029078	10090.ENSMUSP00000022213	0	0	0	0	0	0	0	0.155	0.155
Car2	Clu	10090.ENSMUSP00000029078	10090.ENSMUSP00000022616	0	0	0	0	0.078	0	0	0.197	0.228
